i=2000	Omega is nan.
i=2001	ecc is nan.
i=2001	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2001	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2001	inc is nan.
i=2001	omega is nan.
i=2001	Omega is nan.
i=2002	ecc is nan.
i=2002	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2002	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2002	inc is nan.
i=2002	omega is nan.
i=2002	Omega is nan.
i=2003	ecc is nan.
i=2003	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2003	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2003	inc is nan.
i=2003	omega is nan.
i=2003	Omega is nan.
i=2004	ecc is nan.
i=2004	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2004	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2004	inc is nan.
i=2004	omega is nan.
i=2004	Omega is nan.
i=2005	ecc is nan.
i=2005	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2005	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2005	inc is nan.
i=2005	omega is nan.
i=2005	Omega is nan.
i=2006	ecc is nan.
i=2006	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2006	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2006	inc is nan.
i=2006	omega is nan.
i=2006	Omega is nan.
i=2007	ecc is nan.
i=2007	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2007	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2007	inc is nan.
i=2007	omega is nan.
i=2007	Omega is nan.
i=2008	ecc is nan.
i=2008	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2008	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2008	inc is nan.
i=2008	omega is nan.
i=2008	Omega is nan.
i=2009	ecc is nan.
i=2009	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2009	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2009	inc is nan.
i=2009	omega is nan.
i=2009	Omega is nan.
i=2010	ecc is nan.
i=2010	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2010	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2010	inc is nan.
i=2010	omega is nan.
i=2010	Omega is nan.
i=2011	ecc is nan.
i=2011	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2011	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2011	inc is nan.
i=2011	omega is nan.
i=2011	Omega is nan.
i=2012	ecc is nan.
i=2012	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2012	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2012	inc is nan.
i=2012	omega is nan.
i=2012	Omega is nan.
i=2013	ecc is nan.
i=2013	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2013	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2013	inc is nan.
i=2013	omega is nan.
i=2013	Omega is nan.
i=2014	ecc is nan.
i=2014	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2014	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2014	inc is nan.
i=2014	omega is nan.
i=2014	Omega is nan.
i=2015	ecc is nan.
i=2015	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2015	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2015	inc is nan.
i=2015	omega is nan.
i=2015	Omega is nan.
i=2016	ecc is nan.
i=2016	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2016	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2016	inc is nan.
i=2016	omega is nan.
i=2016	Omega is nan.
i=2017	ecc is nan.
i=2017	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2017	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2017	inc is nan.
i=2017	omega is nan.
i=2017	Omega is nan.
i=2018	ecc is nan.
i=2018	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2018	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2018	inc is nan.
i=2018	omega is nan.
i=2018	Omega is nan.
i=2019	ecc is nan.
i=2019	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2019	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2019	inc is nan.
i=2019	omega is nan.
i=2019	Omega is nan.
i=2020	ecc is nan.
i=2020	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2020	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2020	inc is nan.
i=2020	omega is nan.
i=2020	Omega is nan.
i=2021	ecc is nan.
i=2021	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2021	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2021	inc is nan.
i=2021	omega is nan.
i=2021	Omega is nan.
i=2022	ecc is nan.
i=2022	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2022	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2022	inc is nan.
i=2022	omega is nan.
i=2022	Omega is nan.
i=2023	ecc is nan.
i=2023	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2023	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2023	inc is nan.
i=2023	omega is nan.
i=2023	Omega is nan.
i=2024	ecc is nan.
i=2024	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2024	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2024	inc is nan.
i=2024	omega is nan.
i=2024	Omega is nan.
i=2025	ecc is nan.
i=2025	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2025	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2025	inc is nan.
i=2025	omega is nan.
i=2025	Omega is nan.
i=2026	ecc is nan.
i=2026	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2026	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2026	inc is nan.
i=2026	omega is nan.
i=2026	Omega is nan.
i=2027	ecc is nan.
i=2027	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2027	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2027	inc is nan.
i=2027	omega is nan.
i=2027	Omega is nan.
i=2028	ecc is nan.
i=2028	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2028	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2028	inc is nan.
i=2028	omega is nan.
i=2028	Omega is nan.
i=2029	ecc is nan.
i=2029	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2029	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2029	inc is nan.
i=2029	omega is nan.
i=2029	Omega is nan.
i=2030	ecc is nan.
i=2030	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2030	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2030	inc is nan.
i=2030	omega is nan.
i=2030	Omega is nan.
i=2031	ecc is nan.
i=2031	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2031	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2031	inc is nan.
i=2031	omega is nan.
i=2031	Omega is nan.
i=2032	ecc is nan.
i=2032	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2032	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2032	inc is nan.
i=2032	omega is nan.
i=2032	Omega is nan.
i=2033	ecc is nan.
i=2033	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2033	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2033	inc is nan.
i=2033	omega is nan.
i=2033	Omega is nan.
i=2034	ecc is nan.
i=2034	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2034	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2034	inc is nan.
i=2034	omega is nan.
i=2034	Omega is nan.
i=2035	ecc is nan.
i=2035	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2035	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2035	inc is nan.
i=2035	omega is nan.
i=2035	Omega is nan.
i=2036	ecc is nan.
i=2036	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2036	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2036	inc is nan.
i=2036	omega is nan.
i=2036	Omega is nan.
i=2037	ecc is nan.
i=2037	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2037	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2037	inc is nan.
i=2037	omega is nan.
i=2037	Omega is nan.
i=2038	ecc is nan.
i=2038	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2038	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2038	inc is nan.
i=2038	omega is nan.
i=2038	Omega is nan.
i=2039	ecc is nan.
i=2039	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2039	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2039	inc is nan.
i=2039	omega is nan.
i=2039	Omega is nan.
i=2040	ecc is nan.
i=2040	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2040	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2040	inc is nan.
i=2040	omega is nan.
i=2040	Omega is nan.
i=2041	ecc is nan.
i=2041	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2041	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2041	inc is nan.
i=2041	omega is nan.
i=2041	Omega is nan.
i=2042	ecc is nan.
i=2042	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2042	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2042	inc is nan.
i=2042	omega is nan.
i=2042	Omega is nan.
i=2043	ecc is nan.
i=2043	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2043	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2043	inc is nan.
i=2043	omega is nan.
i=2043	Omega is nan.
i=2044	ecc is nan.
i=2044	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2044	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2044	inc is nan.
i=2044	omega is nan.
i=2044	Omega is nan.
i=2045	ecc is nan.
i=2045	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2045	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2045	inc is nan.
i=2045	omega is nan.
i=2045	Omega is nan.
i=2046	ecc is nan.
i=2046	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2046	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2046	inc is nan.
i=2046	omega is nan.
i=2046	Omega is nan.
i=2047	ecc is nan.
i=2047	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2047	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2047	inc is nan.
i=2047	omega is nan.
i=2047	Omega is nan.
i=2048	ecc is nan.
i=2048	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2048	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2048	inc is nan.
i=2048	omega is nan.
i=2048	Omega is nan.
i=2049	ecc is nan.
i=2049	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2049	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2049	inc is nan.
i=2049	omega is nan.
i=2049	Omega is nan.
i=2050	ecc is nan.
i=2050	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2050	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2050	inc is nan.
i=2050	omega is nan.
i=2050	Omega is nan.
i=2051	ecc is nan.
i=2051	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2051	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2051	inc is nan.
i=2051	omega is nan.
i=2051	Omega is nan.
i=2052	ecc is nan.
i=2052	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2052	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2052	inc is nan.
i=2052	omega is nan.
i=2052	Omega is nan.
i=2053	ecc is nan.
i=2053	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2053	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2053	inc is nan.
i=2053	omega is nan.
i=2053	Omega is nan.
i=2054	ecc is nan.
i=2054	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2054	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2054	inc is nan.
i=2054	omega is nan.
i=2054	Omega is nan.
i=2055	ecc is nan.
i=2055	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2055	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2055	inc is nan.
i=2055	omega is nan.
i=2055	Omega is nan.
i=2056	ecc is nan.
i=2056	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2056	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2056	inc is nan.
i=2056	omega is nan.
i=2056	Omega is nan.
i=2057	ecc is nan.
i=2057	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2057	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2057	inc is nan.
i=2057	omega is nan.
i=2057	Omega is nan.
i=2058	ecc is nan.
i=2058	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2058	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2058	inc is nan.
i=2058	omega is nan.
i=2058	Omega is nan.
i=2059	ecc is nan.
i=2059	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2059	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2059	inc is nan.
i=2059	omega is nan.
i=2059	Omega is nan.
i=2060	ecc is nan.
i=2060	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2060	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2060	inc is nan.
i=2060	omega is nan.
i=2060	Omega is nan.
i=2061	ecc is nan.
i=2061	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2061	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2061	inc is nan.
i=2061	omega is nan.
i=2061	Omega is nan.
i=2062	ecc is nan.
i=2062	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2062	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2062	inc is nan.
i=2062	omega is nan.
i=2062	Omega is nan.
i=2063	ecc is nan.
i=2063	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2063	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2063	inc is nan.
i=2063	omega is nan.
i=2063	Omega is nan.
i=2064	ecc is nan.
i=2064	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2064	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2064	inc is nan.
i=2064	omega is nan.
i=2064	Omega is nan.
i=2065	ecc is nan.
i=2065	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2065	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2065	inc is nan.
i=2065	omega is nan.
i=2065	Omega is nan.
i=2066	ecc is nan.
i=2066	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2066	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2066	inc is nan.
i=2066	omega is nan.
i=2066	Omega is nan.
i=2067	ecc is nan.
i=2067	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2067	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2067	inc is nan.
i=2067	omega is nan.
i=2067	Omega is nan.
i=2068	ecc is nan.
i=2068	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2068	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2068	inc is nan.
i=2068	omega is nan.
i=2068	Omega is nan.
i=2069	ecc is nan.
i=2069	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2069	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2069	inc is nan.
i=2069	omega is nan.
i=2069	Omega is nan.
i=2070	ecc is nan.
i=2070	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2070	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2070	inc is nan.
i=2070	omega is nan.
i=2070	Omega is nan.
i=2071	ecc is nan.
i=2071	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2071	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2071	inc is nan.
i=2071	omega is nan.
i=2071	Omega is nan.
i=2072	ecc is nan.
i=2072	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2072	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2072	inc is nan.
i=2072	omega is nan.
i=2072	Omega is nan.
i=2073	ecc is nan.
i=2073	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2073	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2073	inc is nan.
i=2073	omega is nan.
i=2073	Omega is nan.
i=2074	ecc is nan.
i=2074	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2074	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2074	inc is nan.
i=2074	omega is nan.
i=2074	Omega is nan.
i=2075	ecc is nan.
i=2075	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2075	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2075	inc is nan.
i=2075	omega is nan.
i=2075	Omega is nan.
i=2076	ecc is nan.
i=2076	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2076	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2076	inc is nan.
i=2076	omega is nan.
i=2076	Omega is nan.
i=2077	ecc is nan.
i=2077	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2077	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2077	inc is nan.
i=2077	omega is nan.
i=2077	Omega is nan.
i=2078	ecc is nan.
i=2078	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2078	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2078	inc is nan.
i=2078	omega is nan.
i=2078	Omega is nan.
i=2079	ecc is nan.
i=2079	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2079	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2079	inc is nan.
i=2079	omega is nan.
i=2079	Omega is nan.
i=2080	ecc is nan.
i=2080	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2080	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2080	inc is nan.
i=2080	omega is nan.
i=2080	Omega is nan.
i=2081	ecc is nan.
i=2081	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2081	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2081	inc is nan.
i=2081	omega is nan.
i=2081	Omega is nan.
i=2082	ecc is nan.
i=2082	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2082	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2082	inc is nan.
i=2082	omega is nan.
i=2082	Omega is nan.
i=2083	ecc is nan.
i=2083	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2083	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2083	inc is nan.
i=2083	omega is nan.
i=2083	Omega is nan.
i=2084	ecc is nan.
i=2084	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2084	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2084	inc is nan.
i=2084	omega is nan.
i=2084	Omega is nan.
i=2085	ecc is nan.
i=2085	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2085	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2085	inc is nan.
i=2085	omega is nan.
i=2085	Omega is nan.
i=2086	ecc is nan.
i=2086	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2086	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2086	inc is nan.
i=2086	omega is nan.
i=2086	Omega is nan.
i=2087	ecc is nan.
i=2087	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2087	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2087	inc is nan.
i=2087	omega is nan.
i=2087	Omega is nan.
i=2088	ecc is nan.
i=2088	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2088	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2088	inc is nan.
i=2088	omega is nan.
i=2088	Omega is nan.
i=2089	ecc is nan.
i=2089	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2089	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2089	inc is nan.
i=2089	omega is nan.
i=2089	Omega is nan.
i=2090	ecc is nan.
i=2090	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2090	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2090	inc is nan.
i=2090	omega is nan.
i=2090	Omega is nan.
i=2091	ecc is nan.
i=2091	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2091	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2091	inc is nan.
i=2091	omega is nan.
i=2091	Omega is nan.
i=2092	ecc is nan.
i=2092	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2092	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2092	inc is nan.
i=2092	omega is nan.
i=2092	Omega is nan.
i=2093	ecc is nan.
i=2093	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2093	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2093	inc is nan.
i=2093	omega is nan.
i=2093	Omega is nan.
i=2094	ecc is nan.
i=2094	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2094	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2094	inc is nan.
i=2094	omega is nan.
i=2094	Omega is nan.
i=2095	ecc is nan.
i=2095	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2095	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2095	inc is nan.
i=2095	omega is nan.
i=2095	Omega is nan.
i=2096	ecc is nan.
i=2096	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2096	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2096	inc is nan.
i=2096	omega is nan.
i=2096	Omega is nan.
i=2097	ecc is nan.
i=2097	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2097	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2097	inc is nan.
i=2097	omega is nan.
i=2097	Omega is nan.
i=2098	ecc is nan.
i=2098	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2098	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2098	inc is nan.
i=2098	omega is nan.
i=2098	Omega is nan.
i=2099	ecc is nan.
i=2099	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2099	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2099	inc is nan.
i=2099	omega is nan.
i=2099	Omega is nan.
i=2100	ecc is nan.
i=2100	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2100	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2100	inc is nan.
i=2100	omega is nan.
i=2100	Omega is nan.
i=2101	ecc is nan.
i=2101	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2101	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2101	inc is nan.
i=2101	omega is nan.
i=2101	Omega is nan.
i=2102	ecc is nan.
i=2102	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2102	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2102	inc is nan.
i=2102	omega is nan.
i=2102	Omega is nan.
i=2103	ecc is nan.
i=2103	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2103	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2103	inc is nan.
i=2103	omega is nan.
i=2103	Omega is nan.
i=2104	ecc is nan.
i=2104	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2104	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2104	inc is nan.
i=2104	omega is nan.
i=2104	Omega is nan.
i=2105	ecc is nan.
i=2105	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2105	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2105	inc is nan.
i=2105	omega is nan.
i=2105	Omega is nan.
i=2106	ecc is nan.
i=2106	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2106	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2106	inc is nan.
i=2106	omega is nan.
i=2106	Omega is nan.
i=2107	ecc is nan.
i=2107	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2107	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2107	inc is nan.
i=2107	omega is nan.
i=2107	Omega is nan.
i=2108	ecc is nan.
i=2108	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2108	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2108	inc is nan.
i=2108	omega is nan.
i=2108	Omega is nan.
i=2109	ecc is nan.
i=2109	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2109	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2109	inc is nan.
i=2109	omega is nan.
i=2109	Omega is nan.
i=2110	ecc is nan.
i=2110	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2110	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2110	inc is nan.
i=2110	omega is nan.
i=2110	Omega is nan.
i=2111	ecc is nan.
i=2111	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2111	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2111	inc is nan.
i=2111	omega is nan.
i=2111	Omega is nan.
i=2112	ecc is nan.
i=2112	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2112	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2112	inc is nan.
i=2112	omega is nan.
i=2112	Omega is nan.
i=2113	ecc is nan.
i=2113	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2113	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2113	inc is nan.
i=2113	omega is nan.
i=2113	Omega is nan.
i=2114	ecc is nan.
i=2114	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2114	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2114	inc is nan.
i=2114	omega is nan.
i=2114	Omega is nan.
i=2115	ecc is nan.
i=2115	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2115	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2115	inc is nan.
i=2115	omega is nan.
i=2115	Omega is nan.
i=2116	ecc is nan.
i=2116	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
